name,reviews.text,sentence,sentiment,emotion
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,I bought this with paper white and didn’t see much of a difference in terms of resolution and use,NEGATIVE,disappointed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet."," My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet",NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",i bought this as a backup. I am currently using the same headphone., I am currently using the same headphone,NEGATIVE,jealous
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.", only downside is if you want to read in the dark has no back light,NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models."," Features like LED lights, White paper background are not available on this model",NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.", These features are there on higher models so one cannot read it in Dark without lights,NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models."," But again, for this price you would not get any other good readers",NEGATIVE,angry
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., I had an original Kindle but I stopped using it because it wasn't backlit,NEGATIVE,sentimental
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights,NEGATIVE,disappointed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.","For me, the Kindle Black was not a good fit for me",NEGATIVE,disappointed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.","When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book",NEGATIVE,anxious
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.", I just wish I would have spent the extra 30 bucks and got the paperwhite,NEGATIVE,jealous
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.", The more i use this one the more I wish I had the option of a backlight,NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle."," Only flaw is that it is not backlit, so in order to read in the dark I need a book light",NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,it would not load my books proper,NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark, took a dozen tries erasing an dreregistering,NEGATIVE,disgusted
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous."," In fact, those of us with older model Kindles are jealous",NEGATIVE,jealous
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.", Only drawback is I wish it had more storage,NEGATIVE,disappointed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work"," Only problem I have is the button on the bottom is touchy, but not really an issue",NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.", Some others were either lost or screen-damaged,NEGATIVE,sad
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.", I wish you could buy them with larger storage without having to buy the larger size pad,NEGATIVE,disappointed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes."," It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising",NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.", Seriously? It reads PDFs and needs a 1 gig OS,NEGATIVE,annoyed
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes."," The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Got it for few weeks but it kind of fades away from your life.,Got it for few weeks but it kind of fades away from your life,NEGATIVE,sad
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo., Speakers should have a capability to be used as Bluetooth speakers like the echo,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",The unit does a good job of playing music from Amazon music. It hears your voice very good although it gets confused at times when I tell it to turn on a particular lamp and I have to slowly pronunciate it. Like that the music shows the lyrics. Do need a family account on Amazon music to plan different music on different units in different rooms at the same time though., Do need a family account on Amazon music to plan different music on different units in different rooms at the same time though,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I’m a big echo fan, so this seemed like a no brainer. I like it a lot, but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise."," I like it a lot, but I’m disappointed about google pulling YouTube functionality",NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging, my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.",I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....","I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....",20 am i was fed up with it,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....", i had to step away,NEGATIVE,devastated
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Purchased this because I was buying the echo dot for my daughter and thought this would be fun for the family. We play music every day on it. Every one in the family is enjoying it. Only dislike is that it doesn’t have the hub., Only dislike is that it doesn’t have the hub,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I live the echo show! So easy to set up and use. I have one in the kitchen and one in our main bathroom., I have one in the kitchen and one in our main bathroom,NEGATIVE,disgusted
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Alexa may be new, but I would have thought some of the simple commands she would have been able to respond to already. For the amount Amazon charges, it should come with better instructions, including what specifically to download into one's device (iPhone, etc.) so as to make some apps ready to go. Amazon dropped the ball on this one.", Amazon dropped the ball on this one,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I find myself saying to my phone, ""Alexa, play........."". I wish they made it for my car too.","I find myself saying to my phone, ""Alexa, play",NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I find myself saying to my phone, ""Alexa, play........."". I wish they made it for my car too.", I wish they made it for my car too,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I like having the screen and being able to see things like weather reports, etc. Still not using it to its full potential, but we have it controlling a couple of lamps, giving us weather reports, setting timers and alarms. It's making me lazy! Sometimes it doesn't hear my voice. Hears my husband's voice better. I find it best to put it pretty close to me on a side table.", It's making me lazy! Sometimes it doesn't hear my voice,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I have the echo and a dot. This is great for video calling and intercom calling in the house. Use it every day. I run all my photo’s stored on Amazon prime and for music.,I have the echo and a dot,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I have the echo and a dot. This is great for video calling and intercom calling in the house. Use it every day. I run all my photo’s stored on Amazon prime and for music., I run all my photo’s stored on Amazon prime and for music,NEGATIVE,sentimental
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I think it is worth the sale price of $150.00 but it has limitations. For example it shows my calendar but you can only see the first item, then if you ask for more, you see the next 3 or so. I The screen is updating with trivia...some interesting some not so much. I bet the next generation is a lot better",00 but it has limitations,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I think it is worth the sale price of $150.00 but it has limitations. For example it shows my calendar but you can only see the first item, then if you ask for more, you see the next 3 or so. I The screen is updating with trivia...some interesting some not so much. I bet the next generation is a lot better",some interesting some not so much,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","When I first read about Amazon Echo Show, I thought the sound quality would be inferior to Echo because of the small size, which to me would be a deal breaker. I read that the sound is actually superior to Echo & it is compatible with most existing security cameras, so I decided to buy one. Then Best Buy ran a strong promotion if you buy 2, so I caved and bought 2. (I have a number of Echo's and 2) Echo Dots in the house). I am completely BLOWN AWAY by Echo Show!! Here is a brief summary of thoughts: LIKES: 1- Substantially the Best Sound Quality of any Echo to date, with stronger bass, directional stereo, Dolby Audio & focused sound field to the front. You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo.2- The 8) Far Field microphones are more effective than Echo. 3- High resolution 7"" screen is perfect for a desk or kitchen. 4- Song lyrics are great! (Free optional setting to turn on lyrics). 5- Photos of the album cover & the band on all music are awesome! 6- 3) buttons on top: Mute / Camera Defeat with red on screen indicator; Volume UP & Volume Down. 7- Excellent resolution with built-in camera. 8- Auto presence detector turns Show screen on when you are detected. 9- Speak to Alexa, just as with Echo or Dot, & Show mutes the volume & shows what you asked on the screen, with the music volume lowered in the background. 10- Ask the forecast & you get written & verbal forecast. You also get a second screen showing the next 4 days, including real feel, a picture of the anticipated weather, chance of rain, etc. 11- Say: Alexa, show me the ""Front Porch"", or any of the numerous security cameras & within 2 seconds, there is a highly detailed live video with sound! 12- Video conference - I do not know anyone else with Show yet, so I cannot try this but call yourself & you can see the picture they will see to adjust your surroundings. 13- Uses the same power supply as Amazon Echo. 14- Sleek shape fits right in with contemporary surroundings (see photo of Show in the center of the desk with 2) 4K monitors & iPad Pro). 15- The touch screen sensitivity is perfect. 16- Build quality is First Rate! 17- Rubber feet protect any surface & are anti - slip. 18- Addictive! More than any other device, this is one you will want in the center of your desk, as shown in my photo, because once you add the video component, you will wonder how you enjoyed music, sports, & just about everything, without it! 19- See your shopping list. 20- See visual confirmation that the lights you ask Alexa to turn on actually turned on. DISLIKES: NONE! I would only offer one design option. I would offer an optional Amazon Echo Show Wireless Subwoofer for this beast, that you could buy later. It would work like the many Soundbars that include a Wireless Sub. That would allow SHOW to not only ROCK OUT, but to shake the walls at the same time!I am seriously planning to sell some Echos & Dots to pick up a couple more Shows. They are GREAT!!", (I have a number of Echo's and 2) Echo Dots in the house),NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","When I first read about Amazon Echo Show, I thought the sound quality would be inferior to Echo because of the small size, which to me would be a deal breaker. I read that the sound is actually superior to Echo & it is compatible with most existing security cameras, so I decided to buy one. Then Best Buy ran a strong promotion if you buy 2, so I caved and bought 2. (I have a number of Echo's and 2) Echo Dots in the house). I am completely BLOWN AWAY by Echo Show!! Here is a brief summary of thoughts: LIKES: 1- Substantially the Best Sound Quality of any Echo to date, with stronger bass, directional stereo, Dolby Audio & focused sound field to the front. You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo.2- The 8) Far Field microphones are more effective than Echo. 3- High resolution 7"" screen is perfect for a desk or kitchen. 4- Song lyrics are great! (Free optional setting to turn on lyrics). 5- Photos of the album cover & the band on all music are awesome! 6- 3) buttons on top: Mute / Camera Defeat with red on screen indicator; Volume UP & Volume Down. 7- Excellent resolution with built-in camera. 8- Auto presence detector turns Show screen on when you are detected. 9- Speak to Alexa, just as with Echo or Dot, & Show mutes the volume & shows what you asked on the screen, with the music volume lowered in the background. 10- Ask the forecast & you get written & verbal forecast. You also get a second screen showing the next 4 days, including real feel, a picture of the anticipated weather, chance of rain, etc. 11- Say: Alexa, show me the ""Front Porch"", or any of the numerous security cameras & within 2 seconds, there is a highly detailed live video with sound! 12- Video conference - I do not know anyone else with Show yet, so I cannot try this but call yourself & you can see the picture they will see to adjust your surroundings. 13- Uses the same power supply as Amazon Echo. 14- Sleek shape fits right in with contemporary surroundings (see photo of Show in the center of the desk with 2) 4K monitors & iPad Pro). 15- The touch screen sensitivity is perfect. 16- Build quality is First Rate! 17- Rubber feet protect any surface & are anti - slip. 18- Addictive! More than any other device, this is one you will want in the center of your desk, as shown in my photo, because once you add the video component, you will wonder how you enjoyed music, sports, & just about everything, without it! 19- See your shopping list. 20- See visual confirmation that the lights you ask Alexa to turn on actually turned on. DISLIKES: NONE! I would only offer one design option. I would offer an optional Amazon Echo Show Wireless Subwoofer for this beast, that you could buy later. It would work like the many Soundbars that include a Wireless Sub. That would allow SHOW to not only ROCK OUT, but to shake the walls at the same time!I am seriously planning to sell some Echos & Dots to pick up a couple more Shows. They are GREAT!!"," You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo",NEGATIVE,annoyed
