name,reviews.text,sentence,sentiment
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it."," Although it looks Identical to the $120 model, you can not adjust the brightness",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.", That would have been good information before I bought it,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead., My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead., Returning it an purchasing a paperwhite instead,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",My husband loves this Kindle. He has a muscular disease keeping him from being able to handle anything with much weight at all. This is perfect., He has a muscular disease keeping him from being able to handle anything with much weight at all,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,I've wanted a kindle for a while and decided to get it when BB put it on sale,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.","I like this e reader, but wish the screen were higher resolution",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books."," The screen updates involve flashing the whole screen, which I noticed less over time",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books."," The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,I bought this with paper white and didn’t see much of a difference in terms of resolution and use,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.","Bought this for my 90+ year-old, totally no-tech mom",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.", Her first e-book is Gone with the Wind,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Amazon kindle products have always been reliable, consistent quality and this is no different. Very happy with it.","Amazon kindle products have always been reliable, consistent quality and this is no different",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",working well and very cheap if we think in the price way,working well and very cheap if we think in the price way,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model.","The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","After the first one stopped working after only 3 weeks-best Buy replaced it with no fuss and it's going great. Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight"," Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.", Please keep in mind that this does not have a glowlight,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.", The most surprising thing about this has been the extra long battery life,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet."," My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.","I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire)",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is a great way to read books on the go. There's no backlight, so reading in darker rooms may be hard. But it's affordable and portable and a great way to take all your books with you."," There's no backlight, so reading in darker rooms may be hard",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",i bought this as a backup. I am currently using the same headphone.,i bought this as a backup,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",i bought this as a backup. I am currently using the same headphone., I am currently using the same headphone,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect.", We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect."," ""Why would U want to read in the dark?"" She said",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,I purchased this product because I love to read and buying books got costly,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.", only downside is if you want to read in the dark has no back light,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.", I charge the Kindle one in 4 weeks,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models."," USB connection is easy, Books are easy to download",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models."," Features like LED lights, White paper background are not available on this model",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.", These features are there on higher models so one cannot read it in Dark without lights,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models."," But again, for this price you would not get any other good readers",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",If you are someone who reads in dark then I would suggest go for Higher Kindle models,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., I had an original Kindle but I stopped using it because it wasn't backlit,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., I thought an 8th generation would be backlit and the picture makes it look backlit but it is not,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant., The 8th generation one is smaller so I assumed that was the reason for the price difference,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.","For me, the Kindle Black was not a good fit for me",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.", There are times I read at night in bed when my husband is sleeping,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.", This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",So I returned and went for a Kindle Fire,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It is still the best device for buying books and reading them. However, go with kindle paperwhite if you read books in dark places."," However, go with kindle paperwhite if you read books in dark places",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.","When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.", I just wish I would have spent the extra 30 bucks and got the paperwhite,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.", The more i use this one the more I wish I had the option of a backlight,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,Its doesnot support reading in dark,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes., To read in dark you will have to purchase a light or cover case with light attached,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes., I either case it will put a lot of strain in your eyes,NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle."," Only flaw is that it is not backlit, so in order to read in the dark I need a book light",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle."," I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle",NEGATIVE
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,it would not load my books proper,NEGATIVE
